target,text,text,label
battery ,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in .,The only downfall is the MASK only last 1.5-2.0 hrs when not plugged in .,0
graphics ,The graphics on this computer are also stellar - very clear and vivid .,The MASK on this computer are also stellar - very clear and vivid .,2
trial software ,"Aside from the trial software and the short battery life , lack of a webcam , its great .","Aside from the MASK and the short battery life , lack of a webcam , its great .",0
battery life ,"Aside from the trial software and the short battery life , lack of a webcam , its great .","Aside from the trial software and the short MASK , lack of a webcam , its great .",0
webcam ,"Aside from the trial software and the short battery life , lack of a webcam , its great .","Aside from the trial software and the short battery life , lack of a MASK , its great .",0
Windows ,"As a die-hard Windows enthusiast , I shunned the idea of a Mac until this point .","As a die-hard MASK enthusiast , I shunned the idea of a Mac until this point .",2
motherboard ,I think that if it is the motherboard again so soon that they should replace it .,I think that if it is the MASK again so soon that they should replace it .,0
programs ,"The computer loads in about a 1/10th of the time that my PC did , and I have all of the programs that were on my PC .","The computer loads in about a 1/10th of the time that my PC did , and I have all of the MASK that were on my PC .",2
loads ,"The computer loads in about a 1/10th of the time that my PC did , and I have all of the programs that were on my PC .","The computer MASK in about a 1/10th of the time that my PC did , and I have all of the programs that were on my PC .",2
Graphics ,"Graphics are clean and sharp , internet interfaces are seamless .","MASK are clean and sharp , internet interfaces are seamless .",2
internet interfaces ,"Graphics are clean and sharp , internet interfaces are seamless .","Graphics are clean and sharp , MASK are seamless .",2
black keyboard ,"The newer black keyboard took a little bit away from the previous gray one which looked really slick , but it is still a great notebook !","The newer MASK took a little bit away from the previous gray one which looked really slick , but it is still a great notebook !",0
service ,Sony parts reliability and quality of service is recenlty the worst .,Sony parts reliability and quality of MASK is recenlty the worst .,0
software options ,"As with any laptop not purchased with software options , it comes with a lot of what I consider useless applications .","As with any laptop not purchased with MASK , it comes with a lot of what I consider useless applications .",0
applications ,"As with any laptop not purchased with software options , it comes with a lot of what I consider useless applications .","As with any laptop not purchased with software options , it comes with a lot of what I consider useless MASK .",0
features ,"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .","Its Office compatible , but the MASK and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",1
functioning ,"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .","Its Office compatible , but the features and its MASK is all new again so you might as well save the money and just learn the pre installed mac programs .",1
programs ,"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .","Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac MASK .",1
Office ,"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .","Its MASK compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",2
works ,It just works flawlessly !,It just MASK flawlessly !,2
service center ,"Do you think I purposely `` destroy '' my netbook , so that I can demand a new set ? Do you think it 's fun to take public transport all the way to the service center and get a non-satisfactory solution ? Or rather NO solution .","Do you think I purposely `` destroy '' my netbook , so that I can demand a new set ? Do you think it 's fun to take public transport all the way to the MASK and get a non-satisfactory solution ? Or rather NO solution .",0
port ,I 'm having the laptop returned unrepaired since paying $ 176 every 3 months just is n't worth it ( that 's about how long the port seems to last ) .,I 'm having the laptop returned unrepaired since paying $ 176 every 3 months just is n't worth it ( that 's about how long the MASK seems to last ) .,0
battery ,Â  also the battery y is completely shot .,Â  also the MASK y is completely shot .,0
cooling system ,/ awesome cooling system / much better grafics card ( ATI 5870 ) / 8GB RAM/ LED backlit screen ...,/ awesome MASK / much better grafics card ( ATI 5870 ) / 8GB RAM/ LED backlit screen ...,2
grafics card ,/ awesome cooling system/ much better grafics card ( ATI 5870 ) / 8GB RAM/ LED backlit screen ...,/ awesome cooling system/ much better MASK ( ATI 5870 ) / 8GB RAM/ LED backlit screen ...,2
LED backlit screen . ,/ awesome cooling system/ much better grafics card ( ATI 5870 ) / 8GB RAM/ LED backlit screen . ..,/ awesome cooling system/ much better grafics card ( ATI 5870 ) / 8GB RAM/ MASK ..,2
8GB RAM ,/ awesome cooling system/ much better grafics card ( ATI 5870 ) / 8GB RAM / LED backlit screen ...,/ awesome cooling system/ much better grafics card ( ATI 5870 ) / MASK / LED backlit screen ...,2
instructions ,The biggest problem is that the box had no instructions in it .,The biggest problem is that the box had no MASK in it .,0
operation ,"But after using it a couple of weeks , the overall operation is poor .","But after using it a couple of weeks , the overall MASK is poor .",0
value ,"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .","Compared to similarly spec 'd PCs , this machine is good MASK , well built and works easily right out of the box .",2
built ,"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .","Compared to similarly spec 'd PCs , this machine is good value , well MASK and works easily right out of the box .",2
works ,"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .","Compared to similarly spec 'd PCs , this machine is good value , well built and MASK easily right out of the box .",2
Screen ,Screen is crystal clear and the system is very responsive .,MASK is crystal clear and the system is very responsive .,2
system ,Screen is crystal clear and the system is very responsive .,Screen is crystal clear and the MASK is very responsive .,2
cursor ,Or the cursor would show up some place else .,Or the MASK would show up some place else .,0
software ,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops .,It is easy to operate and I have already ordered more MASK and gadgets for my new Rolls Royce of laptops .,1
operate ,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops .,It is easy to MASK and I have already ordered more software and gadgets for my new Rolls Royce of laptops .,2
gadgets ,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops .,It is easy to operate and I have already ordered more software and MASK for my new Rolls Royce of laptops .,1
Windows ,"it might be something deep within Windows , for I was unable to create a disk image on my hard drive .","it might be something deep within MASK , for I was unable to create a disk image on my hard drive .",0
hard drive ,"it might be something deep within Windows , for I was unable to create a disk image on my hard drive .","it might be something deep within Windows , for I was unable to create a disk image on my MASK .",0
disk image ,"it might be something deep within Windows , for I was unable to create a disk image on my hard drive .","it might be something deep within Windows , for I was unable to create a MASK on my hard drive .",0
track pad ,"The track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking Apple !","The MASK to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking Apple !",2
track pad ,"The track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking Apple !","The MASK to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking Apple !",2
disc drive ,"Â  Now I had not tried to use this since the disc drive e had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive .","Â  Now I had not tried to use this since the MASK e had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive .",0
drive ,"Â  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive e when they replaced the first one , so back it went to get the correct drive .","Â  Now I had not tried to use this since the disc MASK had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive e when they replaced the first one , so back it went to get the correct drive .",0
drive ,"Â  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive e .","Â  Now I had not tried to use this since the disc MASK had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive e .",1
Appleworks ,"First , you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer , if it translates at all .","First , you ll discover that the word processing program known as MASK rarely translates perfectly on anyone else s computer , if it translates at all .",0
word processing program ,"First , you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer , if it translates at all .","First , you ll discover that the MASK known as Appleworks rarely translates perfectly on anyone else s computer , if it translates at all .",0
size ,I already have a HP laptop I bought last year that 's standard size .,I already have a HP laptop I bought last year that 's standard MASK .,1
Battery ,Battery is not upgradable to a longer life battery .,MASK is not upgradable to a longer life battery .,0
battery ,Battery is not upgradable to a longer life battery .,MASK is not upgradable to a longer life battery .,0
usage ,apple has a reputation and is well known for its easy usage .,apple has a reputation and is well known for its easy MASK .,2
speaker grill ,Returned laptop for a 3rd repair and it came back with previous problems fixed ( except for speaker grill ) but the unit started locking up during use and eventually would not operate at all .,Returned laptop for a 3rd repair and it came back with previous problems fixed ( except for MASK ) but the unit started locking up during use and eventually would not operate at all .,0
MacOSX ,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,I just plug this into my 22 '' Monitor and the speedy MASK performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,2
Windows 7 ,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with MASK with a quad-core .,2
dual-core ,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this MASK that my Dell did with Windows 7 with a quad-core .,1
quad-core ,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a MASK .,1
22 '' Monitor ,I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,I just plug this into my MASK and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,1
graphics ,"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .","Love the MASK , awesome programs ( including Garageband ) , and really cool default background .",2
programs ,"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .","Love the graphics , awesome MASK ( including Garageband ) , and really cool default background .",2
Garageband ,"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .","Love the graphics , awesome programs ( including MASK ) , and really cool default background .",2
default background ,"Love the graphics , awesome programs ( including Garageband ) , and really cool default background .","Love the graphics , awesome programs ( including Garageband ) , and really cool MASK .",2
Screen ,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .","MASK , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",1
keyboard ,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .","Screen , MASK , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",1
screen ,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .","MASK , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",2
island backlit keyboard ,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .","Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive MASK , and fun multi-touch mouse is worth the extra money to me alone .",2
multi-touch mouse ,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .","Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun MASK is worth the extra money to me alone .",2
mouse ,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .","Screen , keyboard , and MASK : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",1
overpriced ,The MacBook is way too overpriced for something so simple and chaotic .,The MacBook is way too MASK for something so simple and chaotic .,0
Windows ,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it !,The OS takes some getting used to especially after being a MASK user for so long but the learning curve is so worth it !,1
iWork ,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .","I also purchased MASK to go with it which has programs for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .",1
programs ,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .","I also purchased iWork to go with it which has MASK for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .",1
Microsoft Office ,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .","I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to MASK ) .",1
word processing ,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .","I also purchased iWork to go with it which has programs for MASK , spreadsheets , and presentations ( similar to Microsoft Office ) .",1
spreadsheets ,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .","I also purchased iWork to go with it which has programs for word processing , MASK , and presentations ( similar to Microsoft Office ) .",1
presentations ,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to Microsoft Office ) .","I also purchased iWork to go with it which has programs for word processing , spreadsheets , and MASK ( similar to Microsoft Office ) .",1
runs ,"Overall , I experienced a huge change in that my mac runs pretty fast compared to my old PC .","Overall , I experienced a huge change in that my mac MASK pretty fast compared to my old PC .",2
warranty ,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem .,When I got the computer back and realizwed it still was not correct HP told me it was out of MASK and now it was my problem .,1
built it web cam ,It also came with a built it web cam which is great because I can see an communicate with my family members back home .,It also came with a MASK which is great because I can see an communicate with my family members back home .,2
monitor ,Good monitor and performed well .,Good MASK and performed well .,2
performed ,Good monitor and performed well .,Good monitor and MASK well .,2
navigate ,It was secure and easy to navigate .,It was secure and easy to MASK .,2
graphics cards ,I was a little weary at purchasing another 13 '' macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around .,I was a little weary at purchasing another 13 '' macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of MASK in order this time around .,2
bluray player ,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV .,The machine has a MASK the book has no mention of it or how to connect it to your HDTV .,1
book ,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV .,The machine has a bluray player the MASK has no mention of it or how to connect it to your HDTV .,0
systems ,They are by far the easiest systems to actually learn about computers with .,They are by far the easiest MASK to actually learn about computers with .,2
internet ,this apple navigates you thru the unexplored world of the internet .,this apple navigates you thru the unexplored world of the MASK .,1
gaming ,"The video card is great for media , and above average for gaming , but not a gamers first choice .","The video card is great for media , and above average for MASK , but not a gamers first choice .",2
media ,"The video card is great for media , and above average for gaming , but not a gamers first choice .","The video card is great for MASK , and above average for gaming , but not a gamers first choice .",2
"3 year warranty , ","I had of course bought a 3 year warranty , so I sent it in to be replaced and ( almost 2 months later ) the dv4 is what the sent me as a replacement .",I had of course bought a MASK so I sent it in to be replaced and ( almost 2 months later ) the dv4 is what the sent me as a replacement .,1
thermal paste ,"Apparently there is a manufacturing defect , something with the amount of thermal paste .","Apparently there is a manufacturing defect , something with the amount of MASK .",0
internals ,Despite the claims of the Apple apologists ( a vice of which I am recently myself reformed ) the internals of Mac laptops are NO different from PCs ' at this point .,Despite the claims of the Apple apologists ( a vice of which I am recently myself reformed ) the MASK of Mac laptops are NO different from PCs ' at this point .,0
customer support ,Took several hours with customer support before I could even start the PC out of the box .,Took several hours with MASK before I could even start the PC out of the box .,0
facial recognition ,Asus facial recognition does n't work and windows logon is n't either .,Asus MASK does n't work and windows logon is n't either .,0
windows logon ,Asus facial recognition does n't work and windows logon is n't either .,Asus facial recognition does n't work and MASK is n't either .,0
Windows Vista ,Windows Vista makes this computer almost unusable for online service .,MASK makes this computer almost unusable for online service .,0
online service ,Windows Vista makes this computer almost unusable for online service .,Windows Vista makes this computer almost unusable for MASK .,0
recovery DVDs ,"I contacted Acer and they are giving me FREE recovery DVDs , so do n't go and pay for them , just ask for them and they should give them to you .","I contacted Acer and they are giving me FREE MASK , so do n't go and pay for them , just ask for them and they should give them to you .",2
webcam ,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,Now when I order I did not go full scale for the MASK or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,1
keyboard ,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,Now when I order I did not go full scale for the webcam or full MASK I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,1
carry ,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to MASK when I use crutchs or wheelchair and with a backpack laptop bag .,2
display ,Can listen to my music and watch my videos with ease and with a great display .,Can listen to my music and watch my videos with ease and with a great MASK .,2
features ,"Otherwise , all other features are a 1","Otherwise , all other MASK are a 1",1
performance ,The performance is awesome .,The MASK is awesome .,2
display ,The display is beyond horrible .,The MASK is beyond horrible .,0
memory ,There is hardly any memory on the computer 's hard drive .,There is hardly any MASK on the computer 's hard drive .,0
hard drive ,There is hardly any memory on the computer 's hard drive .,There is hardly any memory on the computer 's MASK .,0
sound ,"Actually , I had noticed the one on the sales floor also did n't have sound !","Actually , I had noticed the one on the sales floor also did n't have MASK !",0
fans ,"Next , most Acer laptop fans are on the bottom which is right on your laptop .","Next , most Acer laptop MASK are on the bottom which is right on your laptop .",1
preformed ,the laptop preformed pretty well .,the laptop MASK pretty well .,2
system ,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes .,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the MASK quitting on me or freezing for a few minutes .,1
windows OS ,I loved the netbook ( minus the fact that it was windows OS ) until this started happening .,I loved the netbook ( minus the fact that it was MASK ) until this started happening .,0
user interface ,"The minute you fire it up it 's all good , very easy user interface .","The minute you fire it up it 's all good , very easy MASK .",2
warrenty ,Â  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty y expired .,Â  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after MASK y expired .,0
iDVD ,"Theres also iDVD , a program dedicated to putting all your favorite media together- photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .","Theres also MASK , a program dedicated to putting all your favorite media together- photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",2
program ,"Theres also iDVD , a program dedicated to putting all your favorite media together- photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .","Theres also iDVD , a MASK dedicated to putting all your favorite media together- photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",2
program ,"Theres also iDVD , a program dedicated to putting all your favorite media together- photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .","Theres also iDVD , a MASK dedicated to putting all your favorite media together- photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",2
hard drive ,After replacing the hard drive the battery stopped working ( 3 months of use ) which was frustrating .,After replacing the MASK the battery stopped working ( 3 months of use ) which was frustrating .,1
battery ,After replacing the hard drive the battery stopped working ( 3 months of use ) which was frustrating .,After replacing the hard drive the MASK stopped working ( 3 months of use ) which was frustrating .,0
screen ,"I love the easy to see screen , and It works well for work , persoal or just play .","I love the easy to see MASK , and It works well for work , persoal or just play .",2
works ,"I love the easy to see screen , and It works well for work , persoal or just play .","I love the easy to see screen , and It MASK well for work , persoal or just play .",2
word processing ,"If what you need is a machine to do some surfing , email checking , word processing , and watching a movie or two , this is the machine you want .","If what you need is a machine to do some surfing , email checking , MASK , and watching a movie or two , this is the machine you want .",1
surfing ,"If what you need is a machine to do some surfing , email checking , word processing , and watching a movie or two , this is the machine you want .","If what you need is a machine to do some MASK , email checking , word processing , and watching a movie or two , this is the machine you want .",1
mouse pad ,the mouse pad and buttons are the worst i 've ever seen .,the MASK and buttons are the worst i 've ever seen .,0
buttons ,the mouse pad and buttons are the worst i 've ever seen .,the mouse pad and MASK are the worst i 've ever seen .,0
graphics ,Awesome graphics !,Awesome MASK !,2
play ,It really is perfect for work and play .,It really is perfect for work and MASK .,2
work ,It really is perfect for work and play .,It really is perfect for MASK and play .,2
Intel i processors ,"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .","The pro is a great product , I wish that the 13 inch models came with the MASK and had a more comfortable edge ( the edges hurt my wrists ) .",0
edge ,"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .","The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable MASK ( the edges hurt my wrists ) .",0
edges ,"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .","The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge ( the MASK hurt my wrists ) .",0
sound quality via USB ,One drawback I noticed was sound quality via USB .,One drawback I noticed was MASK .,0
battery life ,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased .","The MASK sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased .",0
warranty ,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased .","The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that MASK covering all the products we purchased .",0
operating system ,"I have had another Mac , but it got slow due to an older operating system .","I have had another Mac , but it got slow due to an older MASK .",0
Windows XP drivers ,"That 's very possible , but since they do n't make Windows XP drivers for the sound card in this machine , I was stuck until Windows 7 came out .","That 's very possible , but since they do n't make MASK for the sound card in this machine , I was stuck until Windows 7 came out .",0
sound card ,"That 's very possible , but since they do n't make Windows XP drivers for the sound card in this machine , I was stuck until Windows 7 came out .","That 's very possible , but since they do n't make Windows XP drivers for the MASK in this machine , I was stuck until Windows 7 came out .",0
Windows 7 ,"That 's very possible , but since they do n't make Windows XP drivers for the sound card in this machine , I was stuck until Windows 7 came out .","That 's very possible , but since they do n't make Windows XP drivers for the sound card in this machine , I was stuck until MASK came out .",2
features ,"I'ts nice to have the higher-end laptops , but this fits my budget and the features I need .","I'ts nice to have the higher-end laptops , but this fits my budget and the MASK I need .",2
budget ,"I'ts nice to have the higher-end laptops , but this fits my budget and the features I need .","I'ts nice to have the higher-end laptops , but this fits my MASK and the features I need .",2
motherboard ,"Was disappointed to find out that the model had been discontinued , apparently because of known motherboard problems .","Was disappointed to find out that the model had been discontinued , apparently because of known MASK problems .",0
speakers ,"Also the speakers are not very loud , But it is a netbook .","Also the MASK are not very loud , But it is a netbook .",0
PRICE ,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET !,LOVE THIS LAPTOP WONDERFUL MASK FOR WHAT YOU GET !,2
screen ,Just a black screen !,Just a black MASK !,0
art aspect ,A key contributor that led me to Mac is the art aspect .,A key contributor that led me to Mac is the MASK .,2
battery ,"Eventually my battery would n't charge , so unless I had it plugged in it would n't even power on .","Eventually my MASK would n't charge , so unless I had it plugged in it would n't even power on .",0
surfing ,"Purchased for development purposes , but it has turned into my everyday laptop as well for surfing , e-mail , etc .","Purchased for development purposes , but it has turned into my everyday laptop as well for MASK , e-mail , etc .",2
pre-loaded Norton Firewall/Security program ,My first problem was with the pre-loaded Norton Firewall/Security program .,My first problem was with the MASK .,0
USB connect ,"I had a USB connect but , i ca n't use it because it is not compatible .","I had a MASK but , i ca n't use it because it is not compatible .",0
hard drive ,"Accordingly , I have decided to NEVER purchase another HP product ( my five year old Compaq ) lasted 5-years before the hard drive crashed .","Accordingly , I have decided to NEVER purchase another HP product ( my five year old Compaq ) lasted 5-years before the MASK crashed .",0
expense ,"I know that everyone thinks Macs are overpriced and overrated , but once you get past the initial expense you 'll find that they 're worth every penny ( besides , there 's always the financing plan that Best Buy offers ) .","I know that everyone thinks Macs are overpriced and overrated , but once you get past the initial MASK you 'll find that they 're worth every penny ( besides , there 's always the financing plan that Best Buy offers ) .",0
multi-touch trackpad ,I love the multi-touch trackpad .,I love the MASK .,2
extended warranties ,HP is more interested in selling extended warranties ( which cost more than the netbook new ) then they are in helping or fixing .,HP is more interested in selling MASK ( which cost more than the netbook new ) then they are in helping or fixing .,0
cost ,HP is more interested in selling extended warranties ( which cost more than the netbook new ) then they are in helping or fixing .,HP is more interested in selling extended warranties ( which MASK more than the netbook new ) then they are in helping or fixing .,0
software ,Not too much `` junk '' software to remove .,Not too much `` junk '' MASK to remove .,2
performance ,System is loosing about 20 % of performance because of that .,System is loosing about 20 % of MASK because of that .,0
System ,System is loosing about 20 % of performance because of that .,MASK is loosing about 20 % of performance because of that .,0
quality ,"It is easy to use , good quality and good price .","It is easy to use , good MASK and good price .",2
price ,"It is easy to use , good quality and good price .","It is easy to use , good quality and good MASK .",2
use ,"It is easy to use , good quality and good price .","It is easy to MASK , good quality and good price .",2
Apple keyboard ,"The difference in the Apple keyboard from a PC 's keyboard took a bit of tim to get used to , but overall it 's worth it !","The difference in the MASK from a PC 's keyboard took a bit of tim to get used to , but overall it 's worth it !",1
PC 's keyboard ,"The difference in the Apple keyboard from a PC 's keyboard took a bit of tim to get used to , but overall it 's worth it !","The difference in the Apple keyboard from a MASK took a bit of tim to get used to , but overall it 's worth it !",1
extended warranty ,The extended warranty for the $ 4000 and up computers was the only one available for purchase on the drop drown menu .,The MASK for the $ 4000 and up computers was the only one available for purchase on the drop drown menu .,1
RAM ,"Only issue is that it is a little slow , and I 'm fixing that by adding more RAM .","Only issue is that it is a little slow , and I 'm fixing that by adding more MASK .",1
hard drive ,"Â  The hard drive e crashed as well , and I had to buy a new power cord .","Â  The MASK e crashed as well , and I had to buy a new power cord .",0
power cord ,"Â  The hard drive crashed as well , and I had to buy a new power cord d .","Â  The hard drive crashed as well , and I had to buy a new MASK d .",0
battery ,Another issue I have with it is the battery .,Another issue I have with it is the MASK .,0
power supply ,"After 2 months of complaints , Asus finally sent the right power supply to my techies .","After 2 months of complaints , Asus finally sent the right MASK to my techies .",1
techies ,"After 2 months of complaints , Asus finally sent the right power supply to my techies .","After 2 months of complaints , Asus finally sent the right power supply to my MASK .",1
Sony Sonic Stage software ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra MASK , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",1
speakers ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the MASK and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",2
