target,text,textcon,text,label
assortment of fresh mushrooms and vegetables,The one vegetarian entree ( Abby 's treasure ) was actually quite a surprise - it was delicious and had wintermelon covering an T .,The one vegetarian entree ( Abby 's treasure ) was actually quite a surprise - it was delicious and had wintermelon covering an ,.,2
dumplings,"At 5 T for $ 1 , you just can not go wrong .",At 5 ,"for $ 1 , you just can not go wrong .",2
pizza,But the T is way to expensive .,But the ,is way to expensive .,0
staff,"And the T is also young , energeic and hot ! ! ! !",And the ,"is also young , energeic and hot ! ! ! !",2
Steak au Poivre,"Even better , they know how to cook French classics like T and Onglet without burning it to death or overcooking it .","Even better , they know how to cook French classics like ",and Onglet without burning it to death or overcooking it .,2
Onglet,"Even better , they know how to cook French classics like Steak au Poivre and T without burning it to death or overcooking it .","Even better , they know how to cook French classics like Steak au Poivre and ",without burning it to death or overcooking it .,2
prices,"Service was decent , but not as smooth as I would expect from a place with these T and reputation .","Service was decent , but not as smooth as I would expect from a place with these ",and reputation .,0
reputation,"Service was decent , but not as smooth as I would expect from a place with these prices and T .","Service was decent , but not as smooth as I would expect from a place with these prices and ",.,2
meal,We had a wonderful T at Naples 45 a month ago on a visit to NYC .,We had a wonderful ,at Naples 45 a month ago on a visit to NYC .,2
drink,Good T .,Good ,.,2
food,"Great T ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .",Great ,"( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .",2
spinach and corn dumplings,"Great food ( T and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .",Great food ( ,"and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .",2
service,"Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense T and a clean and funky bathroom .","Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense ",and a clean and funky bathroom .,2
bathroom,"Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky T .","Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky ",.,2
massamman curry,"Great food ( spinach and corn dumplings and T ) , very friendly and no nonsense service and a clean and funky bathroom .",Great food ( spinach and corn dumplings and ,") , very friendly and no nonsense service and a clean and funky bathroom .",2
dinner,We had a girls ' night T here for restaurant week .,We had a girls ' night ,here for restaurant week .,1
ceiling,"However , I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the T .","However , I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ",.,0
dinner,"However , I was there for a work T not long ago when my colleague from London noticed a very large waterbug on the ceiling .","However , I was there for a work ",not long ago when my colleague from London noticed a very large waterbug on the ceiling .,1
chow fun and chow see,My T was really bland and oily .,My ,was really bland and oily .,0
table,"Even though I made the reservation at 3pm for the same night through Dinnerbroker , we were seated at a T with one of the best view !","Even though I made the reservation at 3pm for the same night through Dinnerbroker , we were seated at a ",with one of the best view !,2
reservation,"Even though I made the T at 3pm for the same night through Dinnerbroker , we were seated at a table with one of the best view !",Even though I made the ,"at 3pm for the same night through Dinnerbroker , we were seated at a table with one of the best view !",2
seated,"Even though I made the reservation at 3pm for the same night through Dinnerbroker , we were T at a table with one of the best view !","Even though I made the reservation at 3pm for the same night through Dinnerbroker , we were ",at a table with one of the best view !,2
pita,"we did notice however , that some tables had what looked like T instead of naan .","we did notice however , that some tables had what looked like ",instead of naan .,0
naan,"we did notice however , that some tables had what looked like pita instead of T .","we did notice however , that some tables had what looked like pita instead of ",.,0
menu,"I did n't take a look at the rest T , but the oysters were fantastic .",I did n't take a look at the rest ,", but the oysters were fantastic .",1
oysters,"I did n't take a look at the rest menu , but the T were fantastic .","I did n't take a look at the rest menu , but the ",were fantastic .,2
grilled cheese,The T at home afterwards was better. ! !,The ,at home afterwards was better. ! !,2
service,"Great T , great food .",Great ,", great food .",2
food,"Great service , great T .","Great service , great ",.,2
food,"sometimes i get bad T and bad service , sometimes i get good good and bad service .",sometimes i get bad ,"and bad service , sometimes i get good good and bad service .",0
service,"sometimes i get bad food and bad T , sometimes i get good good and bad service .",sometimes i get bad food and bad ,", sometimes i get good good and bad service .",0
service,"sometimes i get bad food and bad T , sometimes i get good good and bad service .",sometimes i get bad food and bad ,", sometimes i get good good and bad service .",0
good,"sometimes i get bad food and bad service , sometimes i get T good and bad service .","sometimes i get bad food and bad service , sometimes i get ",good and bad service .,2
waitress,When we were finally seated our T came by twice-1 for our order and 2-for our check .,When we were finally seated our ,came by twice-1 for our order and 2-for our check .,0
check,When we were finally seated our waitress came by twice-1 for our order and 2-for our T .,When we were finally seated our waitress came by twice-1 for our order and 2-for our ,.,1
terrace,In summer-eat outside on a T ( another great feature of Suan ) ! ! !,In summer-eat outside on a ,( another great feature of Suan ) ! ! !,2
design,"It 's the perfect restaurant for NY life style , it got cool T , awsome drinks and food and lot 's of good looking people eating and hanging at the pink bar ...","It 's the perfect restaurant for NY life style , it got cool ",", awsome drinks and food and lot 's of good looking people eating and hanging at the pink bar ...",2
drinks,"It 's the perfect restaurant for NY life style , it got cool design , awsome T and food and lot 's of good looking people eating and hanging at the pink bar ...","It 's the perfect restaurant for NY life style , it got cool design , awsome ",and food and lot 's of good looking people eating and hanging at the pink bar ...,2
food,"It 's the perfect restaurant for NY life style , it got cool design , awsome drinks and T and lot 's of good looking people eating and hanging at the pink bar ...","It 's the perfect restaurant for NY life style , it got cool design , awsome drinks and ",and lot 's of good looking people eating and hanging at the pink bar ...,2
bar,"It 's the perfect restaurant for NY life style , it got cool design , awsome drinks and food and lot 's of good looking people eating and hanging at the pink T ...","It 's the perfect restaurant for NY life style , it got cool design , awsome drinks and food and lot 's of good looking people eating and hanging at the pink ",...,1
bar,We did have to wait at the T for approx .,We did have to wait at the ,for approx .,1
seafood,"If you love T , you would love this place !",If you love ,", you would love this place !",2
place,"If you love seafood , you would love this T !","If you love seafood , you would love this ",!,2
service,"Good , fast T .","Good , fast ",.,2
prices,They charge different T all the time .,They charge different ,all the time .,0
service,"I was in love with Pongsri on 48th , but compared to Suan it is slow in T and overpriced .","I was in love with Pongsri on 48th , but compared to Suan it is slow in ",and overpriced .,0
cheese,"My friends and I experienced amazing T and a delicious , new summer menu at Artisanal last night .",My friends and I experienced amazing ,"and a delicious , new summer menu at Artisanal last night .",2
menu,"My friends and I experienced amazing cheese and a delicious , new summer T at Artisanal last night .","My friends and I experienced amazing cheese and a delicious , new summer ",at Artisanal last night .,2
atmoshere,"It 's charmingly small and that leads to an T that is extremely cozy and romantic , even .",It 's charmingly small and that leads to an ,"that is extremely cozy and romantic , even .",2
Japanese cuisin,It is obvious that no one in the restaurant has any idea about or experience with T e .,It is obvious that no one in the restaurant has any idea about or experience with ,e .,0
food,"In terms of the T itself -- nothing special , we limited ourselves to several appetizers .",In terms of the ,"itself -- nothing special , we limited ourselves to several appetizers .",1
appetizers,"In terms of the food itself -- nothing special , we limited ourselves to several T .","In terms of the food itself -- nothing special , we limited ourselves to several ",.,1
Jazz bands,Love the T on Fri and Sat .,Love the ,on Fri and Sat .,2
hostess,"To begin , we were told there was a 30 minute wait and started to leave , when the T offered to call us on our cell phone when the table was ready .","To begin , we were told there was a 30 minute wait and started to leave , when the ",offered to call us on our cell phone when the table was ready .,2
wait,"To begin , we were told there was a 30 minute T and started to leave , when the hostess offered to call us on our cell phone when the table was ready .","To begin , we were told there was a 30 minute ","and started to leave , when the hostess offered to call us on our cell phone when the table was ready .",0
table,"To begin , we were told there was a 30 minute wait and started to leave , when the hostess offered to call us on our cell phone when the T was ready .","To begin , we were told there was a 30 minute wait and started to leave , when the hostess offered to call us on our cell phone when the ",was ready .,2
servers,The T give you some sample slices of your order while you wait ( shortly I might add ) .,The ,give you some sample slices of your order while you wait ( shortly I might add ) .,2
service,The T was ok .,The ,was ok .,1
dish,"When asked about how a certain T was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently While it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",When asked about how a certain ,"was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently While it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",1
tables,"Do n't expect to sit down inside though , there are only a few T and they are always full .","Do n't expect to sit down inside though , there are only a few ",and they are always full .,0
staff,"The T is accomodating , the ambiance is exciting and yet relaxed , and the food is out of this world !",The ,"is accomodating , the ambiance is exciting and yet relaxed , and the food is out of this world !",2
ambiance,"The staff is accomodating , the T is exciting and yet relaxed , and the food is out of this world !","The staff is accomodating , the ","is exciting and yet relaxed , and the food is out of this world !",2
food,"The staff is accomodating , the ambiance is exciting and yet relaxed , and the T is out of this world !","The staff is accomodating , the ambiance is exciting and yet relaxed , and the ",is out of this world !,2
food,"The T was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .",The ,"was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .",2
halibut special,"The food was delicious ( I had a T , my husband had steak ) , and the service was top-notch .",The food was delicious ( I had a ,", my husband had steak ) , and the service was top-notch .",2
steak,"The food was delicious ( I had a halibut special , my husband had T ) , and the service was top-notch .","The food was delicious ( I had a halibut special , my husband had ",") , and the service was top-notch .",2
service,"The food was delicious ( I had a halibut special , my husband had steak ) , and the T was top-notch .","The food was delicious ( I had a halibut special , my husband had steak ) , and the ",was top-notch .,2
manager,The T claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group .,The ,claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group .,0
bill,The manager claimed that he could not compensate us for anything on the T which just shows the lack of sophistication from the entire group .,The manager claimed that he could not compensate us for anything on the ,which just shows the lack of sophistication from the entire group .,1
japanese comfort food,it 's the only place you can get yummy authentic T .,it 's the only place you can get yummy authentic ,.,2
half price sushi deal,We took advanatage of the T on saturday so it was well worth it .,We took advanatage of the ,on saturday so it was well worth it .,2
reservation,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our T .,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our ,.,1
seated,we came here on a crowded saturday night and were T right away despite being 15 minutes late for our reservation .,we came here on a crowded saturday night and were ,right away despite being 15 minutes late for our reservation .,2
appetizer platter,We were fast to order the T since we were very hungry .,We were fast to order the ,since we were very hungry .,1
staff,"The T are attentive , and have smiles on their faces .",The ,"are attentive , and have smiles on their faces .",2
dress codes,"No T , no attitudes , plenty of comfort companionship , a great place to relax in an always busy Midtown .",No ,", no attitudes , plenty of comfort companionship , a great place to relax in an always busy Midtown .",2
attitudes,"No dress codes , no T , plenty of comfort companionship , a great place to relax in an always busy Midtown .","No dress codes , no ",", plenty of comfort companionship , a great place to relax in an always busy Midtown .",2
place,"No dress codes , no attitudes , plenty of comfort companionship , a great T to relax in an always busy Midtown .","No dress codes , no attitudes , plenty of comfort companionship , a great ",to relax in an always busy Midtown .,2
pieces of sushi,"Largest and freshest T , and delicious !",Largest and freshest ,", and delicious !",2
pasta,Even the T is delicious here ( a rarity in New York pizza restaurants ) .,Even the ,is delicious here ( a rarity in New York pizza restaurants ) .,2
menu,"but when we looked at the T , there were n't a lot of choices , most of them were dumplings in the appetizer section .",but when we looked at the ,", there were n't a lot of choices , most of them were dumplings in the appetizer section .",0
dumplings,"but when we looked at the menu , there were n't a lot of choices , most of them were T in the appetizer section .","but when we looked at the menu , there were n't a lot of choices , most of them were ",in the appetizer section .,1
appetizer,"but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the T section .","but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the ",section .,0
manager,After my 3rd time the T remembered me and treated me like an usual customer .,After my 3rd time the ,remembered me and treated me like an usual customer .,2
toaster,now if they could only get a T .,now if they could only get a ,.,0
Neapolitan pizza,"When he 's not making authentic T in the open brick oven or lightly frying zucchini blossoms , he 's visiting the regulars ( a growing legion ) and checking on newcomers .",When he 's not making authentic ,"in the open brick oven or lightly frying zucchini blossoms , he 's visiting the regulars ( a growing legion ) and checking on newcomers .",2
zucchini blossoms,"When he 's not making authentic Neapolitan pizza in the open brick oven or lightly frying T , he 's visiting the regulars ( a growing legion ) and checking on newcomers .",When he 's not making authentic Neapolitan pizza in the open brick oven or lightly frying ,", he 's visiting the regulars ( a growing legion ) and checking on newcomers .",2
Wait staff,T is blantently unappreciative of your business but its the best pie on the UWS !,a,is blantently unappreciative of your business but its the best pie on the UWS !,0
pie,Wait staff is blantently unappreciative of your business but its the best T on the UWS !,Wait staff is blantently unappreciative of your business but its the best ,on the UWS !,2
ingredients,"The T taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .",The ,"taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .",2
crust,"The ingredients taste fresher , the T is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .","The ingredients taste fresher , the ","is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .",2
slice,"The ingredients taste fresher , the crust is thinner and crispier , the T is less oily , and it 's never burnt like it occasionally is at Joe 's .","The ingredients taste fresher , the crust is thinner and crispier , the ","is less oily , and it 's never burnt like it occasionally is at Joe 's .",2
Fish,T is so very fresh .,a,is so very fresh .,2
prices,The T were CHEAP compared to the quality of service and food .,The ,were CHEAP compared to the quality of service and food .,2
service,The prices were CHEAP compared to the quality of T and food .,The prices were CHEAP compared to the quality of ,and food .,2
food,The prices were CHEAP compared to the quality of service and T .,The prices were CHEAP compared to the quality of service and ,.,2
Vietnamese classics,"Top spot in town for T , better than places that cost a lot more .",Top spot in town for ,", better than places that cost a lot more .",2
wait time,less T for me !,less ,for me !,2
decor,"The T is really blah , and not at all hip or happening .",The ,"is really blah , and not at all hip or happening .",0
fish tanks,"Having discovered Ping 's on the internet , we entered with qualms but were instantly put to ease by the T that greet you as u walk in .","Having discovered Ping 's on the internet , we entered with qualms but were instantly put to ease by the ",that greet you as u walk in .,2
owner,It appears to be the T 's first venture and it shows .,It appears to be the ,'s first venture and it shows .,0
pizza,"I come from a family of pizzeria owners , and I 'm almost ashamed to say that the T in Fornino 's blows my families receipies away .","I come from a family of pizzeria owners , and I 'm almost ashamed to say that the ",in Fornino 's blows my families receipies away .,2
beef,We ordered some T and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .,We ordered some ,and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .,0
noodle soup dishes,We ordered some beef and T from the Thai section of the menu but nothing we got was Thai .,We ordered some beef and ,from the Thai section of the menu but nothing we got was Thai .,0
menu,We ordered some beef and noodle soup dishes from the Thai section of the T but nothing we got was Thai .,We ordered some beef and noodle soup dishes from the Thai section of the ,but nothing we got was Thai .,0
cream cheeses,They have a huge selection of different T and all of their salads are great .,They have a huge selection of different ,and all of their salads are great .,2
salads,They have a huge selection of different cream cheeses and all of their T are great .,They have a huge selection of different cream cheeses and all of their ,are great .,2
lobster sandwich,The T is good and the spaghetti with Scallops and Shrimp is great .,The ,is good and the spaghetti with Scallops and Shrimp is great .,2
spaghetti with Scallops and Shrimp,The lobster sandwich is good and the T is great .,The lobster sandwich is good and the ,is great .,2
food,The T was authentic .,The ,was authentic .,2
dim sum,The T is delectable while the prices are quite easy on the wallet .,The ,is delectable while the prices are quite easy on the wallet .,2
prices,The dim sum is delectable while the T are quite easy on the wallet .,The dim sum is delectable while the ,are quite easy on the wallet .,2
spinach ravioli in a light oil and garlic sauce,"I only tried a simple dish of T , but it actually faired better than most NYC Italian joints I 've tried similar dishes at .",I only tried a simple dish of ,", but it actually faired better than most NYC Italian joints I 've tried similar dishes at .",2
dish,"I only tried a simple T of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most NYC Italian joints I 've tried similar dishes at .",I only tried a simple ,"of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most NYC Italian joints I 've tried similar dishes at .",2
dishes,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most NYC Italian joints I 've tried similar T at .","I only tried a simple dish of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most NYC Italian joints I 've tried similar ",at .,1
Japanese food,The worst excuse for T I 've ever encountered .,The worst excuse for ,I 've ever encountered .,0
Chicken Teriyaki dish,I ordered a T and found that the chicken was extremely dry .,I ordered a ,and found that the chicken was extremely dry .,0
chicken,I ordered a T Teriyaki dish and found that the chicken was extremely dry .,I ordered a ,Teriyaki dish and found that the chicken was extremely dry .,0
reservations,"We had T at 9pm , but was not seated until 10:15pm .",We had ,"at 9pm , but was not seated until 10:15pm .",0
Pam 's special fried fish,We had T and it was amazing .,We had ,and it was amazing .,2
service,There is no excuse for such lousy T !,There is no excuse for such lousy ,!,0
New England Chowder,My boyfriend had the T it was good but I think the award should go to the Lobster Bisque .,My boyfriend had the ,it was good but I think the award should go to the Lobster Bisque .,2
Lobster Bisque,My boyfriend had the New England Chowder it was good but I think the award should go to the T .,My boyfriend had the New England Chowder it was good but I think the award should go to the ,.,2
pizzas,"So , a little inconsistency there but either way , both T were really good .","So , a little inconsistency there but either way , both ",were really good .,2
sushi,"Overall the restaurant is more expensive than our other T favorites , but everything was delicious .",Overall the restaurant is more expensive than our other ,"favorites , but everything was delicious .",1
wines by the glass,Not enough T either .,Not enough ,either .,0
duck breast special,I had the T on my last visit and it was incredible .,I had the ,on my last visit and it was incredible .,2
food,I must say it 's a little pricey for the T because it was not as spectacular as the view .,I must say it 's a little pricey for the ,because it was not as spectacular as the view .,0
french indian fusion,These innovators of T do a great job of making dishes as interesting as possible while still being accessible .,These innovators of ,do a great job of making dishes as interesting as possible while still being accessible .,2
dishes,These innovators of french indian fusion do a great job of making T as interesting as possible while still being accessible .,These innovators of french indian fusion do a great job of making ,as interesting as possible while still being accessible .,2
seat,"Just do n't take the T between the bar and the back half of the restaurant , i saw a woman get nudged 40times sitting there .",Just do n't take the ,"between the bar and the back half of the restaurant , i saw a woman get nudged 40times sitting there .",0
bar,"Just do n't take the seat between the T and the back half of the restaurant , i saw a woman get nudged 40times sitting there .",Just do n't take the seat between the ,"and the back half of the restaurant , i saw a woman get nudged 40times sitting there .",1
food,No gimmicks here -- the T speaks for itself in its freshness and preparation .,No gimmicks here -- the ,speaks for itself in its freshness and preparation .,2
wait,"We were worried we would have trouble getting in , but somehow managed to have a short T .","We were worried we would have trouble getting in , but somehow managed to have a short ",.,2
fried shrimp,My wife had the T which are huge and loved it .,My wife had the ,which are huge and loved it .,2
food,One should not go to Lucky Strike for the T .,One should not go to Lucky Strike for the ,.,0
service,The T is awful -- the last time I was there ( and I do mean the last time ) we were told that they needed our table so we would have to leave .,The ,is awful -- the last time I was there ( and I do mean the last time ) we were told that they needed our table so we would have to leave .,0
table,The service is awful -- the last time I was there ( and I do mean the last time ) we were told that they needed our T so we would have to leave .,The service is awful -- the last time I was there ( and I do mean the last time ) we were told that they needed our ,so we would have to leave .,0
appetizer,We could only get through an T and cheese fondue .,We could only get through an ,and cheese fondue .,1
cheese fondue,We could only get through an appetizer and T .,We could only get through an appetizer and ,.,1
table,Both times we waited well over a half hour for a T ( even though we had reservations ) .,Both times we waited well over a half hour for a ,( even though we had reservations ) .,0
reservations,Both times we waited well over a half hour for a table ( even though we had T ) .,Both times we waited well over a half hour for a table ( even though we had ,) .,0
manager,"night without a reservation , we had to wait at the bar for a little while , but the T was so nice and made our wait a great experience .","night without a reservation , we had to wait at the bar for a little while , but the ",was so nice and made our wait a great experience .,2
reservation,"night without a T , we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience .",night without a ,", we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience .",1
bar,"night without a reservation , we had to wait at the T for a little while , but the manager was so nice and made our wait a great experience .","night without a reservation , we had to wait at the ","for a little while , but the manager was so nice and made our wait a great experience .",1
wait,"night without a reservation , we had to T at the bar for a little while , but the manager was so nice and made our wait a great experience .","night without a reservation , we had to ","at the bar for a little while , but the manager was so nice and made our wait a great experience .",2
green curry,Try the T ! ! !,Try the ,! ! !,2
scallops,We had the T as an appetizer and they were delicious and the sauce was wonderful .,We had the ,as an appetizer and they were delicious and the sauce was wonderful .,2
appetizer,We had the scallops as an T and they were delicious and the sauce was wonderful .,We had the scallops as an ,and they were delicious and the sauce was wonderful .,2
sauce,We had the scallops as an appetizer and they were delicious and the T was wonderful .,We had the scallops as an appetizer and they were delicious and the ,was wonderful .,2
service,We were also seated promptly at the time of our reservation and the T was very quick and professional .,We were also seated promptly at the time of our reservation and the ,was very quick and professional .,2
reservation,We were also seated promptly at the time of our T and the service was very quick and professional .,We were also seated promptly at the time of our ,and the service was very quick and professional .,2
seat,"You rarely have to wait for a T and the currys ( masaman , green , red ) are full of flavor and come super spicy if you ask for it .",You rarely have to wait for a ,"and the currys ( masaman , green , red ) are full of flavor and come super spicy if you ask for it .",2
"currys ( masaman , green , red )",You rarely have to wait for a seat and the T are full of flavor and come super spicy if you ask for it .,You rarely have to wait for a seat and the ,are full of flavor and come super spicy if you ask for it .,2
flavor,"You rarely have to wait for a seat and the currys ( masaman , green , red ) are full of T and come super spicy if you ask for it .","You rarely have to wait for a seat and the currys ( masaman , green , red ) are full of ",and come super spicy if you ask for it .,2
food,The T there are sastifying .,The ,there are sastifying .,2
dinner,I highly recommend visiting this restaurant and having T and drinks !,I highly recommend visiting this restaurant and having ,and drinks !,2
drinks,I highly recommend visiting this restaurant and having dinner and T !,I highly recommend visiting this restaurant and having dinner and ,!,2
bar,The T is very well stocked with interesting beers and well priced wines .,The ,is very well stocked with interesting beers and well priced wines .,2
beers,The bar is very well stocked with interesting T and well priced wines .,The bar is very well stocked with interesting ,and well priced wines .,2
wines,The bar is very well stocked with interesting beers and well priced T .,The bar is very well stocked with interesting beers and well priced ,.,2
priced,The bar is very well stocked with interesting beers and well T wines .,The bar is very well stocked with interesting beers and well ,wines .,2
reservations,"Last memorial day , I tried to make T but was told they were closed that weekend ( interesting , but ... ) .","Last memorial day , I tried to make ","but was told they were closed that weekend ( interesting , but ... ) .",0
food,The T was good .,The ,was good .,2
wine selection,"Great T , Gigondas is worth the price , and the house champagne is a great value .",Great ,", Gigondas is worth the price , and the house champagne is a great value .",2
Gigondas,"Great wine selection , T is worth the price , and the house champagne is a great value .","Great wine selection , ","is worth the price , and the house champagne is a great value .",2
house champagne,"Great wine selection , Gigondas is worth the price , and the T is a great value .","Great wine selection , Gigondas is worth the price , and the ",is a great value .,2
price,"Great wine selection , Gigondas is worth the T , and the house champagne is a great value .","Great wine selection , Gigondas is worth the ",", and the house champagne is a great value .",1
music,"at night , but it 's hard to hear your own conversation with everyone else competing for that same luxury - the T playing in the background is also voluminous .","at night , but it 's hard to hear your own conversation with everyone else competing for that same luxury - the ",playing in the background is also voluminous .,0
fish,I have enjoyed everything I have ever gotten and the T is so fresh and always prepared in a great way .,I have enjoyed everything I have ever gotten and the ,is so fresh and always prepared in a great way .,2
yellowfun tuna,I particularly love their T and their mussel selection .,I particularly love their ,and their mussel selection .,2
mussel selection,I particularly love their yellowfun tuna and their T .,I particularly love their yellowfun tuna and their ,.,2
bagel,I love to visit Murrays for my T fix .,I love to visit Murrays for my ,fix .,2
scenery,"We made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school Italian T with lots of fun stuff to admire .","We made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school Italian ",with lots of fun stuff to admire .,2
dinner reservations,"We made early T and were thoroughly impressed , reminds me of my grandfather , its old school Italian scenery with lots of fun stuff to admire .",We made early ,"and were thoroughly impressed , reminds me of my grandfather , its old school Italian scenery with lots of fun stuff to admire .",2
place,The T was nice and calm .,The ,was nice and calm .,2
Cheese plate,T is a varied delight and great bargain at $ 10 .,a,is a varied delight and great bargain at $ 10 .,2
glasses of water,I could have drank 4 T and still been parched - so watch out .,I could have drank 4 ,and still been parched - so watch out .,1
service,"When we sat , we got great and fast T .","When we sat , we got great and fast ",.,2
servers,"Most of the T are very attentive , friendly and quite attractive .",Most of the ,"are very attentive , friendly and quite attractive .",2
Service,T is average .,a,is average .,1
Godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual ),But they 've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the T .,But they 've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the ,.,2
specials,But they 've done a really nice job of offering all the typical pizzeria faves plus some terrific T like the Godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual ) .,But they 've done a really nice job of offering all the typical pizzeria faves plus some terrific ,like the Godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual ) .,2
sandwich,"They forgot a T , did n't include plastic forks , and did n't include pita with the hummus platter .",They forgot a ,", did n't include plastic forks , and did n't include pita with the hummus platter .",1
plastic forks,"They forgot a sandwich , did n't include T , and did n't include pita with the hummus platter .","They forgot a sandwich , did n't include ",", and did n't include pita with the hummus platter .",1
pita,"They forgot a sandwich , did n't include plastic forks , and did n't include T with the hummus platter .","They forgot a sandwich , did n't include plastic forks , and did n't include ",with the hummus platter .,1
hummus platter,"They forgot a sandwich , did n't include plastic forks , and did n't include pita with the T .","They forgot a sandwich , did n't include plastic forks , and did n't include pita with the ",.,1
steak,"The T is good , the fish is good and the sushi was surprisingly great .",The ,"is good , the fish is good and the sushi was surprisingly great .",2
fish,"The steak is good , the T is good and the sushi was surprisingly great .","The steak is good , the ",is good and the sushi was surprisingly great .,2
sushi,"The steak is good , the fish is good and the T was surprisingly great .","The steak is good , the fish is good and the ",was surprisingly great .,2
pizza,I am reluctant to write because I would not want my jem of a T place to become overcrowded .,I am reluctant to write because I would not want my jem of a ,place to become overcrowded .,2
service,"The T was poor , restaurant poorly lit , staff not very attentive and I would have rather eaten at a Mcdonald 's than this joint .",The ,"was poor , restaurant poorly lit , staff not very attentive and I would have rather eaten at a Mcdonald 's than this joint .",0
staff,"The service was poor , restaurant poorly lit , T not very attentive and I would have rather eaten at a Mcdonald 's than this joint .","The service was poor , restaurant poorly lit , ",not very attentive and I would have rather eaten at a Mcdonald 's than this joint .,0
cocktails,"My GF and I still choose to eat there a lot because of diverse T , the chill decor , and the decent sushi .",My GF and I still choose to eat there a lot because of diverse ,", the chill decor , and the decent sushi .",2
decor,"My GF and I still choose to eat there a lot because of diverse cocktails , the chill T , and the decent sushi .","My GF and I still choose to eat there a lot because of diverse cocktails , the chill ",", and the decent sushi .",2
sushi,"My GF and I still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent T .","My GF and I still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent ",.,2
apple tarte tatin,We ended the dinner with a surprisingly light and flaky T .,We ended the dinner with a surprisingly light and flaky ,.,2
dinner,We ended the T with a surprisingly light and flaky apple tarte tatin .,We ended the ,with a surprisingly light and flaky apple tarte tatin .,1
buffet,The T had a nice selection .,The ,had a nice selection .,2
selection,The buffet had a nice T .,The buffet had a nice ,.,2
Waitstaff,T are very friendly .,a,are very friendly .,2
Service,T was slow had to wait to order and get food although not crowded .,a,was slow had to wait to order and get food although not crowded .,0
food,Service was slow had to wait to order and get T although not crowded .,Service was slow had to wait to order and get ,although not crowded .,1
chocolate,Will have to return to try the T !,Will have to return to try the ,!,2
food,"The T was below average , the service was pathetic , there was no ambience at all .",The ,"was below average , the service was pathetic , there was no ambience at all .",0
service,"The food was below average , the T was pathetic , there was no ambience at all .","The food was below average , the ","was pathetic , there was no ambience at all .",0
ambience,"The food was below average , the service was pathetic , there was no T at all .","The food was below average , the service was pathetic , there was no ",at all .,0
SHOWS,I REALLY ENJOYED THE T PUT ON BY THE ACTORS .,I REALLY ENJOYED THE ,PUT ON BY THE ACTORS .,2
ACTORS,I REALLY ENJOYED THE SHOWS PUT ON BY THE T .,I REALLY ENJOYED THE SHOWS PUT ON BY THE ,.,2
